edge_id,source_entity_id,target_entity_id,relation_type,dependency_category,source_file,source_line,target_file,source_group_id,target_group_id,source_signature,target_signature,cross_file,observed_products,resolution_status
"D6","E57","E51","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",102,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D7","E57","E463","CONSTRUCTOR_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",103,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset5","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D8","E57","E26","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",103,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D9","E57","E29","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",103,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D10","E57","E48","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",103,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D11","E57","E49","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",103,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D12","E57","E50","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",103,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D13","E57","E51","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",103,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D14","E57","E52","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",106,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D15","E57","E52","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",107,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D16","E57","E27","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",108,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D17","E57","E53","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",111,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D18","E57","E54","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",114,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D19","E57","E55","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",117,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D20","E57","E55","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",118,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D21","E57","E28","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",119,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D22","E57","E32","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",122,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D23","E57","E33","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",123,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D24","E57","E34","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",126,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D25","E57","E35","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11",127,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D141","E60","E532","EXTENDS","STRUCTURAL","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",31,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset66","G17","G17","TankWar_P3","TankWar_P3",true,"TankWar_P3","RESOLVED_INTERNAL"
"D148","E61","E595","EXTENDS","STRUCTURAL","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",33,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74","G12","G12","TankWar_P2","TankWar_P2",true,"TankWar_P2","RESOLVED_INTERNAL"
"D155","E64","E62","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",42,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D156","E64","E64","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",44,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D157","E64","E302","FIELD_REFERENCE","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",46,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset27","G4","G7","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5",true,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D158","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",49,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D159","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",52,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D160","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",55,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D161","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",58,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D162","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",61,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D163","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",64,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D164","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",67,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D165","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",70,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D166","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",73,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D167","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",76,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D168","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",79,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D169","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",82,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D170","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",85,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D171","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",88,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D172","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",91,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D173","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",94,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D174","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",97,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D67","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",100,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D68","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",103,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D69","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",106,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D70","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",109,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D71","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",112,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D72","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",115,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D73","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",118,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D74","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",121,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D75","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",124,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D76","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",127,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D77","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",130,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D78","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",133,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D79","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",136,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"D80","E64","E65","METHOD_CALL","IMPLEMENTATION","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13",139,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset13","G4","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5",false,"TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
