relation_id,relation_type,source_entity_id,target_text,file,line,group_id,signature,resolution_status,failure_reason,observed_products
"R1132","METHOD_CALL","E129","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",131,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1135","FIELD_REFERENCE","E129","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",133,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1136","METHOD_CALL","E129","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",133,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1140","METHOD_CALL","E129","addElement","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",137,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1145","CONSTRUCTOR_CALL","E130","Vector","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",141,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1148","METHOD_CALL","E130","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",142,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1151","METHOD_CALL","E130","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",144,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1155","METHOD_CALL","E130","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",145,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1158","METHOD_CALL","E130","addElement","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",146,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1159","METHOD_CALL","E130","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",146,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1161","METHOD_CALL","E130","addElement","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",148,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1164","METHOD_CALL","E130","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",150,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1167","METHOD_CALL","E130","addElement","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",151,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1168","METHOD_CALL","E130","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",151,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1170","METHOD_CALL","E130","addElement","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",157,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1173","METHOD_CALL","E130","removeAllElements","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",159,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1174","METHOD_CALL","E130","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",160,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1177","METHOD_CALL","E130","addElement","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",161,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1178","METHOD_CALL","E130","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",161,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1180","FIELD_REFERENCE","E130","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",163,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1181","METHOD_CALL","E130","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",163,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1184","FIELD_REFERENCE","E130","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",165,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1185","METHOD_CALL","E130","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",165,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1189","METHOD_CALL","E130","addElement","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",169,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1193","METHOD_CALL","E131","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",174,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1196","FIELD_REFERENCE","E131","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",175,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1197","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",175,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1200","FIELD_REFERENCE","E131","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",176,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1201","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",176,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1204","METHOD_CALL","E131","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",177,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1206","FIELD_REFERENCE","E131","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",178,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1207","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",178,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1210","FIELD_REFERENCE","E131","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",180,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1211","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",180,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1214","METHOD_CALL","E131","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",187,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1217","FIELD_REFERENCE","E131","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",188,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1218","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",188,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1221","FIELD_REFERENCE","E131","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",189,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1222","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",189,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1225","FIELD_REFERENCE","E131","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",191,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1226","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",191,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1227","METHOD_CALL","E131","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",191,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1230","FIELD_REFERENCE","E131","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",193,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1231","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",193,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1235","METHOD_CALL","E131","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",201,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1238","FIELD_REFERENCE","E131","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",202,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1239","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",202,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1244","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",203,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1245","METHOD_CALL","E131","menuBehandeln","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",203,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1250","METHOD_CALL","E131","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",208,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1251","METHOD_CALL","E131","menuBehandeln","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",208,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1256","FIELD_REFERENCE","E132","KEY_ANTIALIASING","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",215,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1257","FIELD_REFERENCE","E132","VALUE_ANTIALIAS_ON","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",215,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1258","METHOD_CALL","E132","setRenderingHint","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",215,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1259","CONSTRUCTOR_CALL","E132","Font","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",216,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1260","FIELD_REFERENCE","E132","PLAIN","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",216,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1265","METHOD_CALL","E132","setFont","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",217,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1271","METHOD_CALL","E132","drawImage","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",219,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1272","FIELD_REFERENCE","E132","GREEN","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",221,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1273","METHOD_CALL","E132","setColor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",221,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1276","METHOD_CALL","E132","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",222,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1279","METHOD_CALL","E132","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",223,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1281","METHOD_CALL","E132","getFontRenderContext","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",224,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1285","METHOD_CALL","E132","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",225,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1286","METHOD_CALL","E132","getFont","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",225,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1287","METHOD_CALL","E132","getStringBounds","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",225,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1292","METHOD_CALL","E132","getWidth","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",228,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1297","METHOD_CALL","E132","getHeight","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",229,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1298","METHOD_CALL","E132","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",229,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1303","METHOD_CALL","E132","getWidth","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",232,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1304","METHOD_CALL","E132","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",232,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1307","METHOD_CALL","E132","getHeight","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",233,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1312","METHOD_CALL","E132","getWidth","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",236,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1313","METHOD_CALL","E132","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",236,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1318","METHOD_CALL","E132","getHeight","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",237,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1319","METHOD_CALL","E132","size","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",237,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1322","METHOD_CALL","E132","getWidth","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",240,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1325","METHOD_CALL","E132","getHeight","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",241,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1328","FIELD_REFERENCE","E132","status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",244,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","AMBIGUOUS","ambiguous target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1329","METHOD_CALL","E132","elementAt","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",244,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1331","FIELD_REFERENCE","E132","green","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",245,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1332","METHOD_CALL","E132","setColor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",245,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1334","FIELD_REFERENCE","E132","red","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",248,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1335","METHOD_CALL","E132","setColor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",248,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_EXTERNAL","external target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"R1341","METHOD_CALL","E132","drawString","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15",251,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","UNRESOLVED","unresolved target","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
