block_id,group_id,signature,file,branch_type,start_line,end_line,entity_count,incoming_dependency_count,outgoing_dependency_count,high_relevance_dependency_count,medium_relevance_dependency_count,low_relevance_dependency_count,dominant_entity_roles,observed_product_set
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:ELIF:29-30,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40,ELIF,29,30,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48,G3,TankWar_P1 | TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,IF,6,48,6,7,11,0,0,11,UNKNOWN:6,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:9-11,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,IF,9,11,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:ELIF:12-14,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,ELIF,12,14,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:ELIF:15-16,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41,ELIF,15,16,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42:IF:6-23,G16,TankWar_P2 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42,IF,6,23,2,0,2,0,0,2,UNKNOWN:2,TankWar_P2|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42:IF:7-8,G21,TankWar_P4|TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42,IF,7,8,1,0,1,0,0,1,UNKNOWN:1,TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42:ELIF:9-10,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42,ELIF,9,10,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43:IF:6-25,G8,TankWar_P1 | TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43,IF,6,25,2,0,2,0,0,2,UNKNOWN:2,TankWar_P1|TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43:IF:7-8,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43,IF,7,8,1,0,0,0,0,0,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43:ELIF:9-10,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43,ELIF,9,10,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43:ELIF:11-12,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset43,ELIF,11,12,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44:IF:6-23,G3,TankWar_P1 | TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44,IF,6,23,2,0,2,0,0,2,UNKNOWN:2,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44:IF:7-8,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44,IF,7,8,1,0,1,0,0,1,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44:ELIF:9-10,G13,TankWar_P2|TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset44,ELIF,9,10,1,0,1,0,0,1,UNKNOWN:1,TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45:IF:6-38,G14,TankWar_P2 | TankWar_P3 | TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45,IF,6,38,2,0,4,0,0,4,UNKNOWN:2,TankWar_P2|TankWar_P3|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45:IF:8-9,G15,TankWar_P2|TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45,IF,8,9,1,0,1,0,0,1,UNKNOWN:1,TankWar_P2|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45:ELIF:10-11,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset45,ELIF,10,11,1,0,1,0,0,1,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46:IF:6-50,G3,TankWar_P1 | TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46,IF,6,50,5,7,17,0,0,17,UNKNOWN:5,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46:IF:9-10,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46,IF,9,10,1,0,1,0,0,1,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46:ELIF:11-13,G13,TankWar_P2|TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset46,ELIF,11,13,1,0,1,0,0,1,UNKNOWN:1,TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset47:IF:6-53,G14,TankWar_P2 | TankWar_P3 | TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset47,IF,6,53,13,50,20,0,0,20,INFRASTRUCTURE:1|UNKNOWN:12,TankWar_P2|TankWar_P3|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset48:IF:6-58,G14,TankWar_P2 | TankWar_P3 | TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset48,IF,6,58,4,0,12,0,0,12,UNKNOWN:4,TankWar_P2|TankWar_P3|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset48:IF:10-11,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset48,IF,10,11,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset48:ELIF:12-13,G18,TankWar_P3|TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset48,ELIF,12,13,1,0,1,0,0,1,UNKNOWN:1,TankWar_P3|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset49:IF:5-132,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset49,IF,5,132,11,61,70,0,0,70,UNKNOWN:11,TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset5:IF:8-22,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset5,IF,8,22,3,4,5,0,0,5,UNKNOWN:3,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset50:IF:5-21,G9,TankWar_P1 | TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset50,IF,5,21,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset50:IF:8-10,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset50,IF,8,10,1,0,0,0,0,0,UNKNOWN:1,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset50:ELIF:11-12,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset50,ELIF,11,12,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset51:IF:5-39,G2,TankWar_P1 | TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset51,IF,5,39,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset51:IF:23-24,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset51,IF,23,24,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset51:ELIF:25-27,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset51,ELIF,25,27,1,0,1,0,0,1,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset52:IF:5-39,G13,TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset52,IF,5,39,6,9,9,0,0,9,UNKNOWN:6,TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53:IF:5-25,G9,TankWar_P1 | TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53,IF,5,25,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53:IF:8-10,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53,IF,8,10,1,0,0,0,0,0,UNKNOWN:1,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53:ELIF:11-12,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53,ELIF,11,12,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54:IF:5-26,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54,IF,5,26,3,4,2,0,0,2,UNKNOWN:3,TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54:IF:6-7,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54,IF,6,7,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54:IF:11-12,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54,IF,11,12,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54:ELIF:13-14,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54,ELIF,13,14,1,0,0,0,0,0,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset55:IF:5-35,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset55,IF,5,35,6,10,13,0,0,13,UNKNOWN:6,TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset56:IF:5-34,G13,TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset56,IF,5,34,3,2,2,0,0,2,UNKNOWN:3,TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset56:IF:23-24,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset56,IF,23,24,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57:IF:5-22,G9,TankWar_P1 | TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57,IF,5,22,2,0,2,0,0,2,UNKNOWN:2,TankWar_P1|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57:IF:6-7,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57,IF,6,7,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57:ELIF:8-9,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57,ELIF,8,9,1,0,0,0,0,0,UNKNOWN:1,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58:IF:5-21,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58,IF,5,21,2,0,2,0,0,2,UNKNOWN:2,TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58:IF:8-10,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58,IF,8,10,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58:ELIF:11-12,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58,ELIF,11,12,1,0,0,0,0,0,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:5-22,G13,TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59,IF,5,22,3,2,2,0,0,2,UNKNOWN:3,TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:6-7,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59,IF,6,7,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:11-12,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59,IF,11,12,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:IF:8-52,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,IF,8,52,2,4,0,0,0,0,UNKNOWN:2,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:IF:26-28,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,IF,26,28,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:ELIF:29-31,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,ELIF,29,31,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:ELIF:32-33,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,ELIF,32,33,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:ELIF:34-36,G21,TankWar_P4|TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,ELIF,34,36,1,0,1,0,0,1,UNKNOWN:1,TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:IF:46-47,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,IF,46,47,0,0,1,0,0,1,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:ELIF:48-49,G5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,ELIF,48,49,0,0,1,0,0,1,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset60:IF:5-18,G13,TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset60,IF,5,18,3,1,3,0,0,3,UNKNOWN:3,TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61:IF:5-39,G13,TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61,IF,5,39,2,0,1,0,0,1,UNKNOWN:2,TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61:IF:23-25,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61,IF,23,25,1,0,1,0,0,1,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61:ELIF:26-27,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61,ELIF,26,27,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62:IF:5-36,G9,TankWar_P1 | TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62,IF,5,36,2,0,1,0,0,1,UNKNOWN:2,TankWar_P1|TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62:IF:24-25,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62,IF,24,25,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62:ELIF:26-27,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62,ELIF,26,27,1,0,0,0,0,0,UNKNOWN:1,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset63:IF:5-7,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset63,IF,5,7,1,1,1,0,0,1,UNKNOWN:1,TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset64:IF:5-17,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset64,IF,5,17,3,2,3,0,0,3,UNKNOWN:3,TankWar_P3|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset64:IF:6-7,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset64,IF,6,7,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset65:IF:4-59,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset65,IF,4,59,3,0,6,0,0,6,UNKNOWN:3,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset66:IF:4-31,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset66,IF,4,31,3,1,0,0,0,0,UNKNOWN:3,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset67:IF:4-23,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset67,IF,4,23,18,0,0,0,0,0,APPLICATION_ORCHESTRATION:1|UNKNOWN:17,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset68:IF:4-20,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset68,IF,4,20,3,0,2,0,0,2,UNKNOWN:3,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset69:IF:4-59,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset69,IF,4,59,3,0,6,0,0,6,UNKNOWN:3,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset7:IF:8-62,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset7,IF,8,62,8,15,23,0,0,23,UNKNOWN:8,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70,IF,4,29,4,4,8,0,0,8,UNKNOWN:4,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71,IF,4,26,3,0,1,0,0,1,UNKNOWN:3,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72,IF,4,25,3,0,2,0,0,2,UNKNOWN:3,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73,IF,4,23,18,0,0,0,0,0,APPLICATION_ORCHESTRATION:1|UNKNOWN:17,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74:IF:4-30,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74,IF,4,30,3,1,0,0,0,0,UNKNOWN:3,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75,IF,4,20,3,0,2,0,0,2,UNKNOWN:3,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76,IF,4,25,3,0,2,0,0,2,UNKNOWN:3,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77,IF,4,23,18,0,0,0,0,0,APPLICATION_ORCHESTRATION:1|UNKNOWN:17,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset78:IF:4-20,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset78,IF,4,20,3,0,2,0,0,2,UNKNOWN:3,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset79:IF:4-23,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset79,IF,4,23,18,0,0,0,0,0,APPLICATION_ORCHESTRATION:1|UNKNOWN:17,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:IF:8-96,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,IF,8,96,3,15,36,0,0,36,UNKNOWN:3,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:IF:11-12,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,IF,11,12,1,0,0,0,0,0,UNKNOWN:1,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:ELIF:13-15,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,ELIF,13,15,1,0,0,0,0,0,UNKNOWN:1,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:ELIF:16-17,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,ELIF,16,17,1,0,0,0,0,0,UNKNOWN:1,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:ELIF:18-20,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,ELIF,18,20,1,0,0,0,0,0,UNKNOWN:1,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:ELIF:21-23,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,ELIF,21,23,1,0,0,0,0,0,UNKNOWN:1,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset80:IF:4-31,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset80,IF,4,31,3,0,5,0,0,5,UNKNOWN:3,TankWar_P1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset81:IF:4-29,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset81,IF,4,29,4,4,8,0,0,8,UNKNOWN:4,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset82:IF:4-31,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset82,IF,4,31,3,0,5,0,0,5,UNKNOWN:3,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset83:IF:4-23,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset83,IF,4,23,18,0,0,0,0,0,APPLICATION_ORCHESTRATION:1|UNKNOWN:17,TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset84:IF:4-29,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset84,IF,4,29,4,4,8,0,0,8,UNKNOWN:4,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,IF,8,248,45,248,151,0,0,151,DOMAIN_CORE:5|APPLICATION_ORCHESTRATION:1|UNKNOWN:39,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:9-10,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,IF,9,10,0,0,0,0,0,0,,
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:14-15,G15,TankWar_P2|TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,IF,14,15,0,0,0,0,0,0,,
