block_id,group_id,signature,entity_id,entity_kind,qualified_name,entity_role,domain_score,variability_score,file,start_line,end_line,observed_product_set
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:8-35,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E183,METHOD,GameManager.keyPressBehandeln,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18,30,30,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:8-35,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E184,METHOD,GameManager$$TankWar.keyReleaseBehandeln,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18,31,31,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:8-35,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E185,METHOD,GameManager.keyReleaseBehandeln,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18,31,31,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:8-35,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E186,METHOD,GameManager$$TankWar.setStatus,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18,32,32,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:8-35,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E187,METHOD,GameManager.setStatus,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18,32,32,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:8-35,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E188,METHOD,GameManager$$TankWar.getBlood,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18,33,33,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:8-35,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E189,METHOD,GameManager.getBlood,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18,33,33,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:8-35,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E190,METHOD,GameManager$$TankWar.getTankMenge,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18,34,34,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:8-35,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E191,METHOD,GameManager.getTankMenge,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18,34,34,TankWar_P2
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:9-10,G7,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,E148,INTERFACE,GameManager$$TankWar,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18,10,35,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E192,CLASS,Tool$$Tools,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,9,51,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E193,FIELD,Tool$$Tools.time,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,10,10,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E194,FIELD,Tool$$Tools.currTime,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,11,11,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E195,FIELD,Tool$$Tools.tankId,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,12,12,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E196,CONSTRUCTOR,Tool$$Tools.Tool$$Tools,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,13,15,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E197,METHOD,Tool$$Tools.init,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,16,20,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E198,METHOD,Tool$$Tools.malen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,21,32,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E199,METHOD,Tool$$Tools.toolMalen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,33,35,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E200,METHOD,Tool$$Tools.treffenErkennen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,36,47,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E201,METHOD,Tool$$Tools.remove,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19,48,50,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E1,CLASS,Missile$$TankWar,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,12,128,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E2,FIELD,Missile$$TankWar.geschwindigkeit,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,13,13,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E3,FIELD,Missile$$TankWar.xf_Koordinate,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,13,13,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E4,FIELD,Missile$$TankWar.yf_Koordinate,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,13,13,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E5,FIELD,Missile$$TankWar.currTime,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,14,14,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E6,FIELD,Missile$$TankWar.tankId,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,15,15,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E7,FIELD,Missile$$TankWar.missileRichtung,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,16,16,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E8,FIELD,Missile$$TankWar.vernichtungskraft,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,17,17,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E9,FIELD,Missile$$TankWar.feindlich,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,18,18,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E10,CONSTRUCTOR,Missile$$TankWar.Missile$$TankWar,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,19,21,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E11,METHOD,Missile$$TankWar.init,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,22,67,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E12,METHOD,Missile$$TankWar.malen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,68,77,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E13,METHOD,Missile$$TankWar.koordinateAktualisieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,78,101,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E14,METHOD,Missile$$TankWar.treffenErkennen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,102,121,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E15,METHOD,Missile$$TankWar.explodieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,122,124,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E16,METHOD,Missile$$TankWar.remove,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1,125,127,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20:ELIF:11-12,G20,TankWar_P4,E249,CLASS,Tool,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20,12,41,TankWar_P4
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20:ELIF:13-14,G22,TankWar_P5,E250,CLASS,Tool,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20,14,41,TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20:IF:8-41,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E251,CONSTRUCTOR,Tool.Tool,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20,16,18,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20:IF:8-41,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E252,METHOD,Tool.toolMalen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20,19,40,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20:IF:9-10,G3,TankWar_P1|TankWar_P2|TankWar_P3,E248,CLASS,Tool,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20,10,41,TankWar_P1|TankWar_P2|TankWar_P3
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21:IF:8-24,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E253,CLASS,MalerZeit,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21,9,24,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21:IF:8-24,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E254,FIELD,MalerZeit.gameManager,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21,10,10,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21:IF:8-24,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E255,CONSTRUCTOR,MalerZeit.MalerZeit,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21,11,13,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21:IF:8-24,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E256,METHOD,MalerZeit.run,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21,14,23,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E257,CLASS,GameObject,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,10,80,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E258,FIELD,GameObject.tankManager,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,11,11,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E259,FIELD,GameObject.x_Koe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,12,12,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E260,FIELD,GameObject.x_Koordinate,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,12,12,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E261,FIELD,GameObject.y_Koe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,12,12,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E262,FIELD,GameObject.y_Koordinate,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,12,12,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E263,FIELD,GameObject.colorB,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,13,13,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E264,FIELD,GameObject.colorG,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,13,13,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E265,FIELD,GameObject.colorR,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,13,13,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E266,FIELD,GameObject.objectType,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,14,14,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E267,FIELD,GameObject.id,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,15,15,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E268,FIELD,GameObject.objHeight,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,16,16,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E269,FIELD,GameObject.objHeight_Koe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,16,16,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E270,FIELD,GameObject.objWidth,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,16,16,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E271,FIELD,GameObject.objWidth_Koe,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,16,16,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E272,FIELD,GameObject.zerstoerbarKeit,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,17,17,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E273,CONSTRUCTOR,GameObject.GameObject,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,18,20,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E274,CONSTRUCTOR,GameObject.GameObject,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,21,22,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E275,METHOD,GameObject.init,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,23,35,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E276,METHOD,GameObject.malen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,36,39,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E277,METHOD,GameObject.stossenGegen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,40,50,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E278,METHOD,GameObject.stossenGegen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,51,66,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E279,METHOD,GameObject.stossenGegen,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,67,69,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E280,METHOD,GameObject.getRund,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,70,77,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,E281,METHOD,GameObject.explodieren,UNKNOWN,0.2,0.05,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22,78,79,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
