candidate_id,source_entity,source_entity_type,target_entity,target_entity_type,dependency_kind,source_block_id,target_block_id,source_asset_id,target_asset_id,same_asset,source_is_outermost,target_is_outermost,cross_asset,source_products,target_products,signature_relation,occurrence_count,distinct_source_line_count,cross_file,cross_class,eligible_for_requires,candidate_status,exclusion_reason,requires_manual_inspection,confidence,primary_evidence_id
RC-0149,Menu.setKoordinateImage,METHOD,Menu.y_KoordinateImage,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,asset15,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D598
RC-0150,Menu.setLogoKoordinate,METHOD,Menu.logoXK,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,asset15,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D595
RC-0151,Menu.setLogoKoordinate,METHOD,Menu.logoYK,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,asset15,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D596
RC-0152,Menu.setStyle,METHOD,Menu.style,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,asset15,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D600
RC-0153,Menu.setStyle,METHOD,Menu.xStyle,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,asset15,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,4,4,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D602
RC-0154,Menu.setStyle,METHOD,Menu.yStyle,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,asset15,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,4,4,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D603
RC-0155,Menu.setWaehlbar,METHOD,Menu.waehlbar,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,asset15,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D610
RC-0156,Menu.setZeileAbstand,METHOD,Menu.zeileAbstand,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,asset15,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D599
RC-0157,Menu.KeyBehandeln,METHOD,Option.str,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset15,asset17,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D507
RC-0158,Menu.add,METHOD,Option.Option,CONSTRUCTOR,CONSTRUCTOR_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset15,asset17,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,9,9,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D617
RC-0159,Menu.add,METHOD,Option.prioritaet,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset15,asset17,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,3,3,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D615
RC-0160,Menu.erscheinen,METHOD,Option.img,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset15,asset17,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,10,10,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D519
RC-0161,Menu.erscheinen,METHOD,Option.img2,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset15,asset17,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D582
RC-0162,Menu.erscheinen,METHOD,Option.str,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset15,asset17,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D522
RC-0163,InfoPanel.InfoPanel,CONSTRUCTOR,InfoPanel.INFO_WIDTH,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,asset16,asset16,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D625
RC-0164,InfoPanel.InfoPanel,CONSTRUCTOR,InfoPanel.behalter,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,asset16,asset16,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D626
RC-0165,InfoPanel.InfoPanel,CONSTRUCTOR,InfoPanel.maler,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,asset16,asset16,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D624
RC-0166,InfoPanel.paint,METHOD,InfoPanel.maler,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,asset16,asset16,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,6,6,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D628
RC-0167,InfoPanel.paint,METHOD,Maler$$PC.fillRect,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset16,asset2,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D632
RC-0168,Option.Option,CONSTRUCTOR,Option.img,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset17,asset17,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,3,3,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D637
RC-0169,Option.Option,CONSTRUCTOR,Option.img2,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset17,asset17,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,3,3,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D638
RC-0170,Option.Option,CONSTRUCTOR,Option.prioritaet,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset17,asset17,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,3,3,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D639
RC-0171,Option.Option,CONSTRUCTOR,Option.status,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset17,asset17,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,3,3,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D635
RC-0172,Option.Option,CONSTRUCTOR,Option.str,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36,asset17,asset17,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,3,3,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D636
RC-0173,Tool$$Tools.init,METHOD,Tool$$Tools.currTime,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,asset19,asset19,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D653
RC-0174,Tool$$Tools.init,METHOD,Tool$$Tools.time,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,asset19,asset19,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D651
RC-0175,Tool$$Tools.malen,METHOD,Tool$$Tools.currTime,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,asset19,asset19,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D654
RC-0176,Tool$$Tools.malen,METHOD,Tool$$Tools.time,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,asset19,asset19,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D656
RC-0177,Tool$$Tools.malen,METHOD,Tool$$Tools.toolMalen,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,asset19,asset19,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D660
RC-0178,Tool$$Tools.malen,METHOD,Tool$$Tools.treffenErkennen,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,asset19,asset19,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D659
RC-0179,Tool$$Tools.treffenErkennen,METHOD,Tool$$Tools.remove,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,asset19,asset19,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D666
RC-0180,Tool$$Tools.treffenErkennen,METHOD,Tool$$Tools.tankId,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,asset19,asset19,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D663
RC-0181,Tool$$Tools,CLASS,GameObject,CLASS,EXTENDS,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,asset19,asset22,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,true,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D674
RC-0182,Tool$$Tools.init,METHOD,GameObject.id,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,asset19,asset22,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D650
RC-0183,Tool$$Tools.treffenErkennen,METHOD,GameObject.id,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22:IF:8-80,asset19,asset22,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,2,2,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D664
RC-0184,Tool$$Tools.malen,METHOD,TankManager$$Tools.toolMenge,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,asset19,asset3,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D658
RC-0185,Tool$$Tools.remove,METHOD,TankManager$$Tools.toolMenge,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,asset19,asset3,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D673
RC-0186,Tool$$Tools.treffenErkennen,METHOD,TankManager$$TankWar.tank1,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset19,asset9,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,3,3,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D661
RC-0187,Tool$$Tools.treffenErkennen,METHOD,TankManager$$TankWar.tank2,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19:IF:8-51,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset19,asset9,false,true,true,true,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,3,3,true,true,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D667
RC-0188,Missile$$TankWar.Missile$$TankWar,CONSTRUCTOR,Missile$$TankWar.feindlich,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,asset1,asset1,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D697
RC-0189,Missile$$TankWar.Missile$$TankWar,CONSTRUCTOR,Missile$$TankWar.missileRichtung,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,asset1,asset1,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D696
RC-0190,Missile$$TankWar.Missile$$TankWar,CONSTRUCTOR,Missile$$TankWar.tankId,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,asset1,asset1,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D695
RC-0191,Missile$$TankWar.init,METHOD,Missile$$TankWar.currTime,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,asset1,asset1,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D729
RC-0192,Missile$$TankWar.init,METHOD,Missile$$TankWar.feindlich,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,asset1,asset1,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D700
RC-0193,Missile$$TankWar.init,METHOD,Missile$$TankWar.geschwindigkeit,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset1:IF:8-128,asset1,asset1,true,true,true,false,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,EQUAL,1,1,false,false,false,COMMON_TARGET_DEPENDENCY,TARGET_PRESENT_IN_ALL_PRODUCTS,false,LOW,D710
