entity_id,qualified_name,entity_kind,entity_role,domain_score,variability_score,package_name,observed_product_set,classification_evidence
E242,Maler$$PC.setStatus,METHOD,UNKNOWN,0.200,0.050,Maler$$PC,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E243,Maler$$PC.fillOvall,METHOD,UNKNOWN,0.200,0.050,Maler$$PC,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E244,Maler$$PC.fillRect,METHOD,UNKNOWN,0.200,0.050,Maler$$PC,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E245,Maler$$PC.drawLine,METHOD,UNKNOWN,0.200,0.050,Maler$$PC,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E246,Maler$$PC.drawRect,METHOD,UNKNOWN,0.200,0.050,Maler$$PC,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E247,Maler$$PC.drawRoundRect,METHOD,UNKNOWN,0.200,0.050,Maler$$PC,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E248,Tool,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E249,Tool,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E25,MapInfo.grassWall,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E250,Tool,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E251,Tool.Tool,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tool,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E252,Tool.toolMalen,METHOD,UNKNOWN,0.200,0.050,Tool,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E253,MalerZeit,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E254,MalerZeit.gameManager,FIELD,UNKNOWN,0.200,0.050,MalerZeit,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E255,MalerZeit.MalerZeit,CONSTRUCTOR,UNKNOWN,0.200,0.050,MalerZeit,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E256,MalerZeit.run,METHOD,UNKNOWN,0.200,0.050,MalerZeit,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E257,GameObject,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E258,GameObject.tankManager,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E259,GameObject.x_Koe,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E26,MapInfo.waterWall,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E260,GameObject.x_Koordinate,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E261,GameObject.y_Koe,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E262,GameObject.y_Koordinate,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E263,GameObject.colorB,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E264,GameObject.colorG,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E265,GameObject.colorR,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E266,GameObject.objectType,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E267,GameObject.id,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E268,GameObject.objHeight,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E269,GameObject.objHeight_Koe,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E27,MapInfo.enemyPosition,FIELD,DOMAIN_CORE,0.900,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,matched domain-core token
E270,GameObject.objWidth,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E271,GameObject.objWidth_Koe,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E272,GameObject.zerstoerbarKeit,FIELD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E273,GameObject.GameObject,CONSTRUCTOR,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E274,GameObject.GameObject,CONSTRUCTOR,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E275,GameObject.init,METHOD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E276,GameObject.malen,METHOD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E277,GameObject.stossenGegen,METHOD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E278,GameObject.stossenGegen,METHOD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E279,GameObject.stossenGegen,METHOD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E28,MapInfo.enemyType,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E280,GameObject.getRund,METHOD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E281,GameObject.explodieren,METHOD,UNKNOWN,0.200,0.050,GameObject,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E282,Maler$$Re_fuer_PC,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E283,Maler$$Re_fuer_PC.textField,FIELD,UNKNOWN,0.200,0.050,Maler$$Re_fuer_PC,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E284,Maler$$Re_fuer_PC.name,FIELD,UNKNOWN,0.200,0.050,Maler$$Re_fuer_PC,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E285,Maler$$Re_fuer_PC.Maler$$Re_fuer_PC,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$Re_fuer_PC,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E286,Maler$$Re_fuer_PC.note,METHOD,UNKNOWN,0.200,0.050,Maler$$Re_fuer_PC,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E287,Maler$$Re_fuer_PC.nameVergeben,METHOD,UNKNOWN,0.200,0.050,Maler$$Re_fuer_PC,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E288,Maler$$Re_fuer_PC.gameLose,METHOD,UNKNOWN,0.200,0.050,Maler$$Re_fuer_PC,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E289,Maler$$Re_fuer_PC.gameWin,METHOD,UNKNOWN,0.200,0.050,Maler$$Re_fuer_PC,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E29,MapInfo.tankManager,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E290,Maler$$Re_fuer_PC.menuBehandeln,METHOD,UNKNOWN,0.200,0.050,Maler$$Re_fuer_PC,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E291,Maler$$Re_fuer_PC.mainMenuerstellen,METHOD,APPLICATION_ORCHESTRATION,0.350,0.200,Maler$$Re_fuer_PC,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,matched orchestration token
E292,Note,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E293,Note.name,FIELD,UNKNOWN,0.200,0.050,Note,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E294,Note.note,FIELD,UNKNOWN,0.200,0.050,Note,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E295,Note.Note,CONSTRUCTOR,UNKNOWN,0.200,0.050,Note,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E296,GameManager,INTERFACE,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E297,GameManager.writeScore,METHOD,UNKNOWN,0.200,0.050,GameManager,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E298,Tank$$Record,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E299,Tank$$Record.Tank$$Record,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank$$Record,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E3,Missile$$TankWar.xf_Koordinate,FIELD,UNKNOWN,0.200,0.050,Missile$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E30,MapInfo.read,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E300,Tank$$Record.explodieren,METHOD,UNKNOWN,0.200,0.050,Tank$$Record,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E301,Record,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E302,Record.out,FIELD,UNKNOWN,0.200,0.050,Record,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E303,Record.in,FIELD,UNKNOWN,0.200,0.050,Record,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E304,Record.filename,FIELD,UNKNOWN,0.200,0.050,Record,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E305,Record.writeNote,METHOD,UNKNOWN,0.200,0.050,Record,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E306,Record.readNote,METHOD,UNKNOWN,0.200,0.050,Record,TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E307,TankManager$$Record,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E308,TankManager$$Record,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E309,TankManager,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E31,MapInfo.mapSize,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E310,TankManager,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E311,TankManager$$Record.record,FIELD,UNKNOWN,0.200,0.050,TankManager$$Record,TankWar_P3|TankWar_P4,no configured role token matched
E312,TankManager.record,FIELD,UNKNOWN,0.200,0.050,TankManager,TankWar_P1|TankWar_P5,no configured role token matched
E313,TankManager$$Record.tank1Score,FIELD,UNKNOWN,0.200,0.050,TankManager$$Record,TankWar_P3|TankWar_P4,no configured role token matched
E314,TankManager.tank1Score,FIELD,UNKNOWN,0.200,0.050,TankManager,TankWar_P1|TankWar_P5,no configured role token matched
E315,TankManager$$Record.tank2Score,FIELD,UNKNOWN,0.200,0.050,TankManager$$Record,TankWar_P3|TankWar_P4,no configured role token matched
E316,TankManager.tank2Score,FIELD,UNKNOWN,0.200,0.050,TankManager,TankWar_P1|TankWar_P5,no configured role token matched
E317,TankManager$$Record.TankManager$$Record,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager$$Record,TankWar_P3|TankWar_P4,no configured role token matched
E318,TankManager.TankManager,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager,TankWar_P1|TankWar_P5,no configured role token matched
E319,TankManager$$Record.init,METHOD,UNKNOWN,0.200,0.050,TankManager$$Record,TankWar_P3|TankWar_P4,no configured role token matched
E32,MapInfo.playerLocationX,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E320,TankManager.init,METHOD,UNKNOWN,0.200,0.050,TankManager,TankWar_P1|TankWar_P5,no configured role token matched
E321,TankManager$$Record.malenkontrolle,METHOD,UNKNOWN,0.200,0.050,TankManager$$Record,TankWar_P3|TankWar_P4,no configured role token matched
E322,TankManager.malenkontrolle,METHOD,UNKNOWN,0.200,0.050,TankManager,TankWar_P1|TankWar_P5,no configured role token matched
E323,TankManager$$Record.addScore,METHOD,UNKNOWN,0.200,0.050,TankManager$$Record,TankWar_P3|TankWar_P4,no configured role token matched
E324,TankManager.addScore,METHOD,UNKNOWN,0.200,0.050,TankManager,TankWar_P1|TankWar_P5,no configured role token matched
E325,TankManager$$Record.writeScore,METHOD,UNKNOWN,0.200,0.050,TankManager$$Record,TankWar_P3|TankWar_P4,no configured role token matched
E326,TankManager.writeScore,METHOD,UNKNOWN,0.200,0.050,TankManager,TankWar_P1|TankWar_P5,no configured role token matched
E327,TankManager$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E328,TankManager$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E329,TankManager$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E33,MapInfo.playerLocationY,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E330,TankManager$$Feuerkraft.TankManager$$Feuerkraft,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E331,TankManager$$Feuerkraft.toolsLaden,METHOD,UNKNOWN,0.200,0.050,TankManager$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E332,TankManager$$Tools,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E333,TankManager$$Tools.toolMenge,FIELD,UNKNOWN,0.200,0.050,TankManager$$Tools,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E334,TankManager$$Tools.TankManager$$Tools,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager$$Tools,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E335,TankManager$$Tools.komponenteMalen,METHOD,UNKNOWN,0.200,0.050,TankManager$$Tools,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E336,TankManager$$Tools.toolsLaden,METHOD,UNKNOWN,0.200,0.050,TankManager$$Tools,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E337,TankManager$$Tools.toolInit,METHOD,UNKNOWN,0.200,0.050,TankManager$$Tools,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E338,TankManager$$Tools.addEnemyTank,METHOD,UNKNOWN,0.200,0.050,TankManager$$Tools,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E339,Tank$$Bombe,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E34,MapInfo.baseLocationX,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E340,Tank$$Bombe,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E341,Tank$$Bombe,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E342,Tank$$Bombe.Tank$$Bombe,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank$$Bombe,TankWar_P2|TankWar_P4|TankWar_P5,no configured role token matched
E343,Tank$$Bombe.toolBehandeln,METHOD,UNKNOWN,0.200,0.050,Tank$$Bombe,TankWar_P2|TankWar_P4|TankWar_P5,no configured role token matched
E344,TankManager$$Mars,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P3,no configured role token matched
E345,TankManager$$Mars,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E346,TankManager$$Mars.TankManager$$Mars,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E347,TankManager$$Mars.toolsLaden,METHOD,UNKNOWN,0.200,0.050,TankManager$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E348,Maler$$einfrieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E349,Maler$$einfrieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E35,MapInfo.baseLocationY,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E350,Maler$$einfrieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E351,Maler$$einfrieren.Maler$$einfrieren,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E352,Maler$$einfrieren.helpItemErstellen,METHOD,UNKNOWN,0.200,0.050,Maler$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E353,Tool$$Mars,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P3,no configured role token matched
E354,Tool$$Mars,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E355,Tool$$Mars.Tool$$Mars,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tool$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E356,Tool$$Mars.init,METHOD,UNKNOWN,0.200,0.050,Tool$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E357,Maler$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E358,Maler$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E359,Maler$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E36,MapInfo.brickWallLocationX,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E360,Maler$$Feuerkraft.Maler$$Feuerkraft,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E361,Maler$$Feuerkraft.helpItemErstellen,METHOD,UNKNOWN,0.200,0.050,Maler$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E362,Maler$$Bombe,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4|TankWar_P5,no configured role token matched
E363,Maler$$Bombe,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E364,Maler$$Bombe.Maler$$Bombe,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$Bombe,TankWar_P2|TankWar_P4|TankWar_P5,no configured role token matched
E365,Maler$$Bombe.helpItemErstellen,METHOD,UNKNOWN,0.200,0.050,Maler$$Bombe,TankWar_P2|TankWar_P4|TankWar_P5,no configured role token matched
E366,TankManager$$einfrieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E367,TankManager$$einfrieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E368,TankManager$$einfrieren,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E369,TankManager$$einfrieren.TankManager$$einfrieren,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E37,MapInfo.brickWallLocationY,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E370,TankManager$$einfrieren.toolsLaden,METHOD,UNKNOWN,0.200,0.050,TankManager$$einfrieren,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E371,Maler$$Mars,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P3,no configured role token matched
E372,Maler$$Mars,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E373,Maler$$Mars.Maler$$Mars,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E374,Maler$$Mars.helpItemErstellen,METHOD,UNKNOWN,0.200,0.050,Maler$$Mars,TankWar_P1|TankWar_P2|TankWar_P3,no configured role token matched
E375,TankManager$$Bombe,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E376,TankManager$$Bombe,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E377,TankManager$$Bombe,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E378,TankManager$$Bombe.TankManager$$Bombe,CONSTRUCTOR,UNKNOWN,0.200,0.050,TankManager$$Bombe,TankWar_P2|TankWar_P4|TankWar_P5,no configured role token matched
E379,TankManager$$Bombe.toolsLaden,METHOD,UNKNOWN,0.200,0.050,TankManager$$Bombe,TankWar_P2|TankWar_P4|TankWar_P5,no configured role token matched
E38,MapInfo.brickWallWidth,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E380,Tank$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P3,no configured role token matched
E381,Tank$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E382,Tank$$Feuerkraft,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E383,Tank$$Feuerkraft.feuerkraftTimer,FIELD,UNKNOWN,0.200,0.050,Tank$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E384,Tank$$Feuerkraft.feuerkraft,FIELD,UNKNOWN,0.200,0.050,Tank$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E385,Tank$$Feuerkraft.Tank$$Feuerkraft,CONSTRUCTOR,UNKNOWN,0.200,0.050,Tank$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E386,Tank$$Feuerkraft.toolKontroller,METHOD,UNKNOWN,0.200,0.050,Tank$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E387,Tank$$Feuerkraft.toolBehandeln,METHOD,UNKNOWN,0.200,0.050,Tank$$Feuerkraft,TankWar_P1|TankWar_P3|TankWar_P5,no configured role token matched
E388,KeyMonitor,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E389,KeyMonitor.gameManager,FIELD,UNKNOWN,0.200,0.050,KeyMonitor,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E39,MapInfo.brickWallHeight,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E390,KeyMonitor.KeyMonitor,CONSTRUCTOR,UNKNOWN,0.200,0.050,KeyMonitor,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E391,KeyMonitor.keyPressed,METHOD,UNKNOWN,0.200,0.050,KeyMonitor,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E392,KeyMonitor.keyReleased,METHOD,UNKNOWN,0.200,0.050,KeyMonitor,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E393,KeyMonitor.keyTyped,METHOD,UNKNOWN,0.200,0.050,KeyMonitor,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E394,Maler$$M_600,CLASS,UNKNOWN,0.200,0.050,,TankWar_P4,no configured role token matched
E395,Maler$$M_600,CLASS,UNKNOWN,0.200,0.050,,TankWar_P5,no configured role token matched
E396,Maler$$M_600,CLASS,UNKNOWN,0.200,0.050,,TankWar_P1,no configured role token matched
E397,Maler$$M_600.Maler$$M_600,CONSTRUCTOR,UNKNOWN,0.200,0.050,Maler$$M_600,TankWar_P1|TankWar_P4|TankWar_P5,no configured role token matched
E398,Maler$$M_600.gamesize,METHOD,UNKNOWN,0.200,0.050,Maler$$M_600,TankWar_P1|TankWar_P4|TankWar_P5,no configured role token matched
E399,Tank$$Mars,CLASS,UNKNOWN,0.200,0.050,,TankWar_P2,no configured role token matched
E4,Missile$$TankWar.yf_Koordinate,FIELD,UNKNOWN,0.200,0.050,Missile$$TankWar,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
E40,MapInfo.metalWallLocationX,FIELD,UNKNOWN,0.200,0.050,MapInfo,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,no configured role token matched
