block_id,group_id,signature,file,branch_type,start_line,end_line,nesting_depth
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset52:IF:5-39,G13,TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset52,IF,5,39,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53:IF:5-25,G9,TankWar_P1 | TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53,IF,5,25,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53:IF:8-10,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53,IF,8,10,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53:ELIF:11-12,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset53,ELIF,11,12,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54:IF:5-26,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54,IF,5,26,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54:IF:6-7,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54,IF,6,7,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54:IF:11-12,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54,IF,11,12,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54:ELIF:13-14,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset54,ELIF,13,14,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset55:IF:5-35,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset55,IF,5,35,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset56:IF:5-34,G13,TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset56,IF,5,34,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset56:IF:23-24,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset56,IF,23,24,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57:IF:5-22,G9,TankWar_P1 | TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57,IF,5,22,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57:IF:6-7,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57,IF,6,7,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57:ELIF:8-9,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset57,ELIF,8,9,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58:IF:5-21,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58,IF,5,21,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58:IF:8-10,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58,IF,8,10,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58:ELIF:11-12,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset58,ELIF,11,12,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:5-22,G13,TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59,IF,5,22,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:6-7,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59,IF,6,7,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:11-12,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59,IF,11,12,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:IF:8-52,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,IF,8,52,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:IF:26-28,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,IF,26,28,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:ELIF:29-31,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,ELIF,29,31,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:ELIF:32-33,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,ELIF,32,33,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:ELIF:34-36,G21,TankWar_P4|TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,ELIF,34,36,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:IF:46-47,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,IF,46,47,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6:ELIF:48-49,G5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset6,ELIF,48,49,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset60:IF:5-18,G13,TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset60,IF,5,18,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61:IF:5-39,G13,TankWar_P2 | TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61,IF,5,39,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61:IF:23-25,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61,IF,23,25,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61:ELIF:26-27,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset61,ELIF,26,27,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62:IF:5-36,G9,TankWar_P1 | TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62,IF,5,36,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62:IF:24-25,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62,IF,24,25,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62:ELIF:26-27,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset62,ELIF,26,27,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset63:IF:5-7,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset63,IF,5,7,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset64:IF:5-17,G19,TankWar_P3 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset64,IF,5,17,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset64:IF:6-7,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset64,IF,6,7,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset65:IF:4-59,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset65,IF,4,59,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset66:IF:4-31,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset66,IF,4,31,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset67:IF:4-23,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset67,IF,4,23,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset68:IF:4-20,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset68,IF,4,20,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset69:IF:4-59,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset69,IF,4,59,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset7:IF:8-62,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset7,IF,8,62,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70:IF:4-29,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset70,IF,4,29,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71:IF:4-26,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset71,IF,4,26,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72:IF:4-25,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset72,IF,4,25,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73:IF:4-23,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset73,IF,4,23,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74:IF:4-30,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset74,IF,4,30,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75:IF:4-20,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset75,IF,4,20,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76:IF:4-25,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset76,IF,4,25,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77:IF:4-23,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset77,IF,4,23,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset78:IF:4-20,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset78,IF,4,20,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset79:IF:4-23,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset79,IF,4,23,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:IF:8-96,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,IF,8,96,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:IF:11-12,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,IF,11,12,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:ELIF:13-15,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,ELIF,13,15,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:ELIF:16-17,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,ELIF,16,17,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:ELIF:18-20,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,ELIF,18,20,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8:ELIF:21-23,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset8,ELIF,21,23,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset80:IF:4-31,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset80,IF,4,31,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset81:IF:4-29,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset81,IF,4,29,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset82:IF:4-31,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset82,IF,4,31,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset83:IF:4-23,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset83,IF,4,23,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset84:IF:4-29,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset84,IF,4,29,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,G4,TankWar_P1 | TankWar_P2 | TankWar_P3 | TankWar_P4 | TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,IF,8,248,0
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:9-10,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,IF,9,10,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:14-15,G15,TankWar_P2|TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,IF,14,15,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:49-51,G1,TankWar_P1,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,IF,49,51,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:ELIF:52-55,G17,TankWar_P3,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,ELIF,52,55,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:ELIF:56-58,G12,TankWar_P2,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,ELIF,56,58,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:ELIF:59-62,G20,TankWar_P4,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,ELIF,59,62,1
C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:ELIF:63-66,G22,TankWar_P5,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,ELIF,63,66,1
