candidate_id,source_block_id,target_block_id,source_product_set,target_product_set,product_set_relation,dependency_kinds,candidate_category,method_call_count,constructor_call_count,field_reference_count,extends_count,implements_count,distinct_source_entity_count,distinct_target_entity_count,distinct_source_block_count,distinct_target_block_count,distinct_file_count,referenced_entities,merged_dependency_count,structural_strength,domain_relevance,product_set_support,direction_support,same_feature_possibility,shared_support_possibility,common_context_possibility,resolution_confidence,interpretation_categories,requires_relevance,relevance_reasons,caution_reasons,exclusion_reasons,target_presence_scope,target_entity_count,referenced_target_entity_count,target_scope_coarseness,target_scope_quality,referenced_target_entities,referenced_target_methods,referenced_target_fields,target_declaration_ranges,primary_target_entity,primary_target_operation,primary_target_declaration,primary_target_presence_scope,primary_target_feature_specificity,primary_selection_reason,primary_evidence_relation_id,primary_evidence_source_entity,primary_evidence_source_entity_type,primary_evidence_target_entity_type,primary_evidence_dependency_kind,primary_evidence_source_file,primary_evidence_source_line,alternative_target_entities,common_target_entities,feature_specific_target_entities,evidence_snippets
RC-0487,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:24-26,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,SOURCE_SUBSET_OF_TARGET,EXTENDS,REJECTED_TRIVIAL_OR_INVALID,0,0,0,1,0,1,1,1,1,1,Maler$$PC,1,MEDIUM,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL|STRUCTURAL_EXTENDS,LOW,structural=MEDIUM;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,46,1,46.000,COARSE_TARGET_SCOPE,Maler$$PC,,,Maler$$PC@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:29-332,Maler$$PC,,Maler$$PC@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:29-332,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|NO_RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1189,Maler$$Bombe,CLASS,CLASS,EXTENDS,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35,26,,Maler$$PC,,EXTENDS source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:26 `abstract class Maler$$Bombe extends Maler$$PC {` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:29 `abstract class Maler$$PC extends Canvas {`
RC-0488,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:6-37,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,TankWar_P2|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,SOURCE_SUBSET_OF_TARGET,METHOD_CALL,REJECTED_TRIVIAL_OR_INVALID,1,0,0,0,0,1,1,1,1,1,Maler$$PC.loadImage,1,MEDIUM,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,46,1,46.000,COARSE_TARGET_SCOPE,Maler$$PC.loadImage,Maler$$PC.loadImage,,Maler$$PC.loadImage@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:117-123,Maler$$PC.loadImage,Maler$$PC.loadImage,Maler$$PC.loadImage@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:117-123,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|RUNTIME_OR_STRUCTURAL_USE|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1190,Maler$$Bombe.helpItemErstellen,METHOD,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35,35,,Maler$$PC.loadImage,,"METHOD_CALL source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:35 `menu.add(Sprach.HelpItem, loadImage(""transparent.png"", 0, 0), loadImage(""Bombe.png"", 0, 0), 0);` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:117 `public Image loadImage(String str, int a, int b) {`"
RC-0489,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:ELIF:14-15,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:5-22,TankWar_P3,TankWar_P2|TankWar_P3,SOURCE_SUBSET_OF_TARGET,EXTENDS,MEDIUM_CONFIDENCE_REQUIRES,0,0,0,1,0,1,1,1,1,1,TankManager$$Beschleunigung,1,MEDIUM,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL|STRUCTURAL_EXTENDS,MEDIUM,structural=MEDIUM;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:5-22,3,1,3.000,LOCALIZED_TARGET_SCOPE,TankManager$$Beschleunigung,,,TankManager$$Beschleunigung@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:14-22,TankManager$$Beschleunigung,,TankManager$$Beschleunigung@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:14-22,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:5-22,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|NO_RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1192,TankManager$$einfrieren,CLASS,CLASS,EXTENDS,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,15,,TankManager$$Beschleunigung,,EXTENDS source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:15 `abstract class TankManager$$einfrieren extends TankManager$$Beschleunigung {` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:14 `abstract class TankManager$$Beschleunigung extends TankManager$$Tools {`
RC-0490,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:ELIF:16-18,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:5-22,TankWar_P2,TankWar_P2|TankWar_P3,SOURCE_SUBSET_OF_TARGET,EXTENDS,MEDIUM_CONFIDENCE_REQUIRES,0,0,0,1,0,1,1,1,1,1,TankManager$$Beschleunigung,1,MEDIUM,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL|STRUCTURAL_EXTENDS,MEDIUM,structural=MEDIUM;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:5-22,3,1,3.000,LOCALIZED_TARGET_SCOPE,TankManager$$Beschleunigung,,,TankManager$$Beschleunigung@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:14-22,TankManager$$Beschleunigung,,TankManager$$Beschleunigung@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:14-22,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:IF:5-22,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|NO_RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1193,TankManager$$einfrieren,CLASS,CLASS,EXTENDS,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,18,,TankManager$$Beschleunigung,,EXTENDS source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:18 `abstract class TankManager$$einfrieren extends TankManager$$Beschleunigung {` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset59:14 `abstract class TankManager$$Beschleunigung extends TankManager$$Tools {`
RC-0491,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:12-13,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,TankWar_P1,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,SOURCE_SUBSET_OF_TARGET,EXTENDS,REJECTED_TRIVIAL_OR_INVALID,0,0,0,1,0,1,1,1,1,1,TankManager$$Tools,1,MEDIUM,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL|STRUCTURAL_EXTENDS,LOW,structural=MEDIUM;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,7,1,7.000,COARSE_TARGET_SCOPE,TankManager$$Tools,,,TankManager$$Tools@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:17-44,TankManager$$Tools,,TankManager$$Tools@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:17-44,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|NO_RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1191,TankManager$$einfrieren,CLASS,CLASS,EXTENDS,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,13,,TankManager$$Tools,,EXTENDS source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:13 `abstract class TankManager$$einfrieren extends TankManager$$Tools {` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:17 `abstract class TankManager$$Tools extends TankManager$$TankWar {`
RC-0492,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:6-27,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,TankWar_P1|TankWar_P2|TankWar_P3,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,SOURCE_SUBSET_OF_TARGET,METHOD_CALL,REJECTED_TRIVIAL_OR_INVALID,1,0,0,0,0,1,1,1,1,1,TankManager$$Tools.toolInit,1,MEDIUM,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,7,1,7.000,COARSE_TARGET_SCOPE,TankManager$$Tools.toolInit,TankManager$$Tools.toolInit,,TankManager$$Tools.toolInit@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:30-39,TankManager$$Tools.toolInit,TankManager$$Tools.toolInit,TankManager$$Tools.toolInit@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:30-39,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|RUNTIME_OR_STRUCTURAL_USE|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1194,TankManager$$einfrieren.toolsLaden,METHOD,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36,24,,TankManager$$Tools.toolInit,,METHOD_CALL source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:24 `toolInit(371);` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:30 `public void toolInit(int type) {`
RC-0493,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:IF:6-37,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,TankWar_P1|TankWar_P2|TankWar_P3,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,SOURCE_SUBSET_OF_TARGET,METHOD_CALL,REJECTED_TRIVIAL_OR_INVALID,1,0,0,0,0,1,1,1,1,1,Maler$$PC.loadImage,1,MEDIUM,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,46,1,46.000,COARSE_TARGET_SCOPE,Maler$$PC.loadImage,Maler$$PC.loadImage,,Maler$$PC.loadImage@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:117-123,Maler$$PC.loadImage,Maler$$PC.loadImage,Maler$$PC.loadImage@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:117-123,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|RUNTIME_OR_STRUCTURAL_USE|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1195,Maler$$Mars.helpItemErstellen,METHOD,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37,35,,Maler$$PC.loadImage,,"METHOD_CALL source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:35 `menu.add(Sprach.HelpItem, loadImage(""transparent.png"", 0, 0), loadImage(""Hmars.png"", 0, 0), 0);` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:117 `public Image loadImage(String str, int a, int b) {`"
RC-0494,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:ELIF:15-16,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,SOURCE_SUBSET_OF_TARGET,EXTENDS,REJECTED_TRIVIAL_OR_INVALID,0,0,0,1,0,1,1,1,1,1,TankManager$$Tools,1,MEDIUM,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL|STRUCTURAL_EXTENDS,LOW,structural=MEDIUM;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,7,1,7.000,COARSE_TARGET_SCOPE,TankManager$$Tools,,,TankManager$$Tools@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:17-44,TankManager$$Tools,,TankManager$$Tools@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:17-44,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|NO_RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1197,TankManager$$Bombe,CLASS,CLASS,EXTENDS,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,16,,TankManager$$Tools,,EXTENDS source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:16 `abstract class TankManager$$Bombe extends TankManager$$Tools {` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:17 `abstract class TankManager$$Tools extends TankManager$$TankWar {`
RC-0495,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:IF:6-25,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,TankWar_P2|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,SOURCE_SUBSET_OF_TARGET,METHOD_CALL,REJECTED_TRIVIAL_OR_INVALID,1,0,0,0,0,1,1,1,1,1,TankManager$$Tools.toolInit,1,MEDIUM,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,7,1,7.000,COARSE_TARGET_SCOPE,TankManager$$Tools.toolInit,TankManager$$Tools.toolInit,,TankManager$$Tools.toolInit@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:30-39,TankManager$$Tools.toolInit,TankManager$$Tools.toolInit,TankManager$$Tools.toolInit@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:30-39,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|RUNTIME_OR_STRUCTURAL_USE|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1198,TankManager$$Bombe.toolsLaden,METHOD,METHOD,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,22,,TankManager$$Tools.toolInit,,METHOD_CALL source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:22 `toolInit(374);` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:30 `public void toolInit(int type) {`
RC-0496,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:IF:9-11,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,TankWar_P4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,SOURCE_SUBSET_OF_TARGET,EXTENDS,REJECTED_TRIVIAL_OR_INVALID,0,0,0,1,0,1,1,1,1,1,TankManager$$Tools,1,MEDIUM,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL|STRUCTURAL_EXTENDS,LOW,structural=MEDIUM;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,7,1,7.000,COARSE_TARGET_SCOPE,TankManager$$Tools,,,TankManager$$Tools@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:17-44,TankManager$$Tools,,TankManager$$Tools@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:17-44,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|NO_RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1196,TankManager$$Bombe,CLASS,CLASS,EXTENDS,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38,11,,TankManager$$Tools,,EXTENDS source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:11 `abstract class TankManager$$Bombe extends TankManager$$Tools {` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:17 `abstract class TankManager$$Tools extends TankManager$$TankWar {`
RC-0497,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,TankWar_P1|TankWar_P3|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,SOURCE_SUBSET_OF_TARGET,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,1,0,0,1,1,1,1,1,Tank$$TankWar.feuernHaufigkeit,1,LOW,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,HIGH,INSUFFICIENT_EVIDENCE|SHARED_DOMAIN_MODEL,LOW,structural=LOW;domain=LOW;direction=HIGH;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET,,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,39,1,39.000,COARSE_TARGET_SCOPE,Tank$$TankWar.feuernHaufigkeit,,Tank$$TankWar.feuernHaufigkeit,Tank$$TankWar.feuernHaufigkeit@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:20-20,Tank$$TankWar.feuernHaufigkeit,,Tank$$TankWar.feuernHaufigkeit@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:20-20,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1207,Tank$$Feuerkraft.toolBehandeln,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,41,,Tank$$TankWar.feuernHaufigkeit,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:41 `((Tank) this).feuernHaufigkeit = ((Tank) this).feuernHaufigkeit - 500l;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:20 `protected long feuernHaufigkeit = 700;`
RC-0498,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,TankWar_P1|TankWar_P3|TankWar_P5,TankWar_P1|TankWar_P3|TankWar_P5,EQUAL,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,2,0,0,1,1,1,1,1,Tank$$Feuerkraft.feuerkraft,2,MEDIUM,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|INTRA_BLOCK|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=MEDIUM;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=2,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,INTRA_BLOCK,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,5,1,5.000,COARSE_TARGET_SCOPE,Tank$$Feuerkraft.feuerkraft,,Tank$$Feuerkraft.feuerkraft,Tank$$Feuerkraft.feuerkraft@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:18-18,Tank$$Feuerkraft.feuerkraft,,Tank$$Feuerkraft.feuerkraft@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:18-18,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1206,Tank$$Feuerkraft.toolBehandeln,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,40,,Tank$$Feuerkraft.feuerkraft,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:38 `if (!feuerkraft) {` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:18 `protected boolean feuerkraft = false;` || FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:40 `((Tank) this).feuerkraft = true;` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:18 `protected boolean feuerkraft = false;`
RC-0499,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,TankWar_P1|TankWar_P3|TankWar_P5,TankWar_P1|TankWar_P3|TankWar_P5,EQUAL,FIELD_REFERENCE,REJECTED_TRIVIAL_OR_INVALID,0,0,1,0,0,1,1,1,1,1,Tank$$Feuerkraft.feuerkraftTimer,1,LOW,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,HIGH,CO_OCCURRING_FEATURES_PLAUSIBLE|INSUFFICIENT_EVIDENCE|INTRA_BLOCK|SAME_FEATURE_PLAUSIBLE|SHARED_DOMAIN_MODEL,LOW,structural=LOW;domain=LOW;direction=MEDIUM;resolution=HIGH;rows=1,NO_FEATURE_SPECIFIC_TARGET; equal product sets are ambiguous; same-feature implementation remains plausible,INTRA_BLOCK,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,5,1,5.000,COARSE_TARGET_SCOPE,Tank$$Feuerkraft.feuerkraftTimer,,Tank$$Feuerkraft.feuerkraftTimer,Tank$$Feuerkraft.feuerkraftTimer@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:17-17,Tank$$Feuerkraft.feuerkraftTimer,,Tank$$Feuerkraft.feuerkraftTimer@C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:17-17,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46,COMMON,TARGET_COMMON|DECLARED_IN_TARGET_FRAGMENT|DIRECTLY_REFERENCED_BY_SOURCE_BLOCK|COMPILE_TIME_NECESSITY|RUNTIME_NECESSITY|RESOLVED_INTERNAL,D1205,Tank$$Feuerkraft.toolBehandeln,METHOD,FIELD,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39,39,,Tank$$Feuerkraft.feuerkraftTimer,,FIELD_REFERENCE source C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:39 `((Tank) this).feuerkraftTimer = System.currentTimeMillis();` target C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:17 `protected long feuerkraftTimer;`
